,z,C_0
0,0.001,-5.658269286317664
1,0.021191919191919192,2.4845953371563954
2,0.041383838383838384,2.2287101462000427
3,0.061575757575757575,2.0472430332999187
4,0.08176767676767677,1.9159444423931695
5,0.10195959595959596,1.8156261704922108
6,0.12215151515151515,1.7357526465130602
7,0.14234343434343433,1.6701923501513338
8,0.16253535353535353,1.6151264011019724
9,0.18272727272727274,1.568038171611637
10,0.20291919191919192,1.5271919676063341
11,0.2231111111111111,1.4913456049753206
12,0.2433030303030303,1.4595825895044348
13,0.2634949494949495,1.431209274977987
14,0.28368686868686865,1.4056892133678633
15,0.30387878787878786,1.3825997645914254
16,0.32407070707070706,1.3616025491820791
17,0.34426262626262627,1.3424227998575853
18,0.3644545454545455,1.3248346014803856
19,0.3846464646464646,1.3086501275853466
20,0.40483838383838383,1.293711651121404
21,0.42503030303030304,1.2798855198739119
22,0.4452222222222222,1.2670575484755426
23,0.4654141414141414,1.2551294484904003
24,0.4856060606060606,1.2440160304413264
25,0.5057979797979798,1.2336429875983606
26,0.525989898989899,1.223945123588179
27,0.5461818181818182,1.214864922405581
28,0.5663737373737373,1.206351385320823
29,0.5865656565656565,1.1983590778146962
30,0.6067575757575757,1.190847343248743
31,0.6269494949494949,1.1837796499820448
32,0.6471414141414141,1.1771230460982502
33,0.6673333333333333,1.1708477015155718
34,0.6875252525252525,1.1649265215098177
35,0.7077171717171717,1.1593348189505817
36,0.727909090909091,1.1540500350705554
37,0.74810101010101,1.1490515005561206
38,0.7682929292929292,1.1443202302921076
39,0.7884848484848485,1.1398387463139823
40,0.8086767676767677,1.135590924494007
41,0.8288686868686869,1.1315618612679428
42,0.8490606060606061,1.1277377573389764
43,0.8692525252525253,1.124105815806928
44,0.8894444444444444,1.1206541525892864
45,0.9096363636363636,1.1173717173442719
46,0.9298282828282828,1.1142482233902749
47,0.950020202020202,1.111274085351959
48,0.9702121212121212,1.1084403634601565
49,0.9904040404040404,1.105738713597237
50,1.0105959595959595,1.1031613423191065
51,1.0307878787878786,1.1007009661995404
52,1.050979797979798,1.0983507749436558
53,1.071171717171717,1.0961043977984235
54,1.0913636363636363,1.0939558728595795
55,1.1115555555555554,1.0918996189335597
56,1.1317474747474745,1.089930409663504
57,1.1519393939393938,1.0880433496709836
58,1.172131313131313,1.0862338525010513
59,1.1923232323232322,1.0844976201885543
60,1.2125151515151513,1.082830624289219
61,1.2327070707070706,1.0812290882404458
62,1.2528989898989897,1.0796894709348246
63,1.273090909090909,1.0782084514044898
64,1.2932828282828281,1.0767829145271046
65,1.3134747474747472,1.0754099376749995
66,1.3336666666666666,1.0740867782369392
67,1.3538585858585857,1.0728108619526295
68,1.374050505050505,1.0715797720013498
69,1.394242424242424,1.0703912387930619
70,1.4144343434343434,1.0692431304225347
71,1.4346262626262625,1.06813344373542
72,1.4548181818181818,1.067060295973152
73,1.4750101010101009,1.0660219169579574
74,1.49520202020202,1.0650166417854288
75,1.5153939393939393,1.0640429039928203
76,1.5355858585858584,1.063099229173036
77,1.5557777777777777,1.062184229007683
78,1.5759696969696968,1.0612965956924036
79,1.5961616161616161,1.0604350967302294
80,1.6163535353535352,1.059598570069789
81,1.6365454545454543,1.0587859195665792
82,1.6567373737373736,1.0579961107467224
83,1.6769292929292927,1.0572281668538068
84,1.697121212121212,1.0564811651605361
85,1.7173131313131311,1.0557542335279404
86,1.7375050505050504,1.055046547195931
87,1.7576969696969695,1.0543573257899188
88,1.7778888888888886,1.0536858305291374
89,1.798080808080808,1.053031361623189
90,1.818272727272727,1.0523932558441322
91,1.8384646464646464,1.0517708842622466
92,1.8586565656565655,1.0511636501343364
93,1.8788484848484848,1.050570986934151
94,1.8990404040404039,1.0499923565151672
95,1.9192323232323232,1.04942724739663
96,1.9394242424242423,1.0488751731643127
97,1.9596161616161614,1.048335670978078
98,1.9798080808080807,1.0478083001787821
99,2.0,1.0472926409876544
